idx,onnx,vnnlib,csv_timeout,used_timeout,wall_sec,verdict_raw,verdict,exit_code,result_file,log_file
1,"onnx/vgg16-7.onnx","vnnlib/spec0_suit.vnnlib",1200,1200,22.37,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0001__vgg16-7__spec0_suit.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0001__vgg16-7__spec0_suit.log"
2,"onnx/vgg16-7.onnx","vnnlib/spec1_Scottish_deerhound.vnnlib",1200,1200,21.54,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0002__vgg16-7__spec1_Scottish_deerhound.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0002__vgg16-7__spec1_Scottish_deerhound.log"
3,"onnx/vgg16-7.onnx","vnnlib/spec2_Airedale.vnnlib",1200,1200,20.65,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0003__vgg16-7__spec2_Airedale.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0003__vgg16-7__spec2_Airedale.log"
4,"onnx/vgg16-7.onnx","vnnlib/spec3_canoe.vnnlib",1200,1200,23.04,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0004__vgg16-7__spec3_canoe.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0004__vgg16-7__spec3_canoe.log"
5,"onnx/vgg16-7.onnx","vnnlib/spec4_grille.vnnlib",1200,1200,21.83,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0005__vgg16-7__spec4_grille.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0005__vgg16-7__spec4_grille.log"
6,"onnx/vgg16-7.onnx","vnnlib/spec5_scale.vnnlib",1200,1200,20.90,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0006__vgg16-7__spec5_scale.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0006__vgg16-7__spec5_scale.log"
7,"onnx/vgg16-7.onnx","vnnlib/spec6_folding_chair.vnnlib",1200,1200,21.34,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0007__vgg16-7__spec6_folding_chair.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0007__vgg16-7__spec6_folding_chair.log"
8,"onnx/vgg16-7.onnx","vnnlib/spec7_basketball.vnnlib",1200,1200,20.48,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0008__vgg16-7__spec7_basketball.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0008__vgg16-7__spec7_basketball.log"
9,"onnx/vgg16-7.onnx","vnnlib/spec8_megalith.vnnlib",1200,1200,23.16,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0009__vgg16-7__spec8_megalith.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0009__vgg16-7__spec8_megalith.log"
10,"onnx/vgg16-7.onnx","vnnlib/spec9_sidewinder.vnnlib",1200,1200,20.88,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0010__vgg16-7__spec9_sidewinder.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0010__vgg16-7__spec9_sidewinder.log"
11,"onnx/vgg16-7.onnx","vnnlib/spec10_chainlink_fence.vnnlib",1200,1200,21.29,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0011__vgg16-7__spec10_chainlink_fence.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0011__vgg16-7__spec10_chainlink_fence.log"
12,"onnx/vgg16-7.onnx","vnnlib/spec11_dock.vnnlib",1200,1200,22.12,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0012__vgg16-7__spec11_dock.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0012__vgg16-7__spec11_dock.log"
13,"onnx/vgg16-7.onnx","vnnlib/spec12_borzoi.vnnlib",1200,1200,21.67,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0013__vgg16-7__spec12_borzoi.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0013__vgg16-7__spec12_borzoi.log"
14,"onnx/vgg16-7.onnx","vnnlib/spec13_pillow.vnnlib",1200,1200,20.34,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0014__vgg16-7__spec13_pillow.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0014__vgg16-7__spec13_pillow.log"
15,"onnx/vgg16-7.onnx","vnnlib/spec14_mink.vnnlib",1200,1200,20.64,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0015__vgg16-7__spec14_mink.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0015__vgg16-7__spec14_mink.log"
16,"onnx/vgg16-7.onnx","vnnlib/spec15_tiger_beetle.vnnlib",1200,1200,20.49,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0016__vgg16-7__spec15_tiger_beetle.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0016__vgg16-7__spec15_tiger_beetle.log"
17,"onnx/vgg16-7.onnx","vnnlib/spec16_breastplate.vnnlib",1200,1200,21.52,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0017__vgg16-7__spec16_breastplate.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0017__vgg16-7__spec16_breastplate.log"
18,"onnx/vgg16-7.onnx","vnnlib/spec17_paper_towel.vnnlib",1200,1200,22.44,"unsupported_strict","unsupported_strict",0,"/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0018__vgg16-7__spec17_paper_towel.result","/data1/Kane/ACT/audit_results/nnv_strict_20260527/vggnet16_2022/0018__vgg16-7__spec17_paper_towel.log"
