idx,onnx,vnnlib,csv_timeout,used_timeout,wall_sec,verdict,result_file,log_file
1,"onnx/vgg16-7.onnx","vnnlib/spec0_suit.vnnlib",1200,1200,0.87,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0001__vgg16-7__spec0_suit.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0001__vgg16-7__spec0_suit.log"
2,"onnx/vgg16-7.onnx","vnnlib/spec1_Scottish_deerhound.vnnlib",1200,1200,0.93,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0002__vgg16-7__spec1_Scottish_deerhound.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0002__vgg16-7__spec1_Scottish_deerhound.log"
3,"onnx/vgg16-7.onnx","vnnlib/spec2_Airedale.vnnlib",1200,1200,0.86,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0003__vgg16-7__spec2_Airedale.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0003__vgg16-7__spec2_Airedale.log"
4,"onnx/vgg16-7.onnx","vnnlib/spec3_canoe.vnnlib",1200,1200,0.63,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0004__vgg16-7__spec3_canoe.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0004__vgg16-7__spec3_canoe.log"
5,"onnx/vgg16-7.onnx","vnnlib/spec4_grille.vnnlib",1200,1200,0.87,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0005__vgg16-7__spec4_grille.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0005__vgg16-7__spec4_grille.log"
6,"onnx/vgg16-7.onnx","vnnlib/spec5_scale.vnnlib",1200,1200,0.85,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0006__vgg16-7__spec5_scale.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0006__vgg16-7__spec5_scale.log"
7,"onnx/vgg16-7.onnx","vnnlib/spec6_folding_chair.vnnlib",1200,1200,0.92,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0007__vgg16-7__spec6_folding_chair.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0007__vgg16-7__spec6_folding_chair.log"
8,"onnx/vgg16-7.onnx","vnnlib/spec7_basketball.vnnlib",1200,1200,1.00,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0008__vgg16-7__spec7_basketball.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0008__vgg16-7__spec7_basketball.log"
9,"onnx/vgg16-7.onnx","vnnlib/spec8_megalith.vnnlib",1200,1200,1.12,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0009__vgg16-7__spec8_megalith.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0009__vgg16-7__spec8_megalith.log"
10,"onnx/vgg16-7.onnx","vnnlib/spec9_sidewinder.vnnlib",1200,1200,1.09,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0010__vgg16-7__spec9_sidewinder.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0010__vgg16-7__spec9_sidewinder.log"
11,"onnx/vgg16-7.onnx","vnnlib/spec10_chainlink_fence.vnnlib",1200,1200,1.20,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0011__vgg16-7__spec10_chainlink_fence.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0011__vgg16-7__spec10_chainlink_fence.log"
12,"onnx/vgg16-7.onnx","vnnlib/spec11_dock.vnnlib",1200,1200,0.91,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0012__vgg16-7__spec11_dock.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0012__vgg16-7__spec11_dock.log"
13,"onnx/vgg16-7.onnx","vnnlib/spec12_borzoi.vnnlib",1200,1200,0.81,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0013__vgg16-7__spec12_borzoi.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0013__vgg16-7__spec12_borzoi.log"
14,"onnx/vgg16-7.onnx","vnnlib/spec13_pillow.vnnlib",1200,1200,0.71,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0014__vgg16-7__spec13_pillow.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0014__vgg16-7__spec13_pillow.log"
15,"onnx/vgg16-7.onnx","vnnlib/spec14_mink.vnnlib",1200,1200,0.78,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0015__vgg16-7__spec14_mink.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0015__vgg16-7__spec14_mink.log"
16,"onnx/vgg16-7.onnx","vnnlib/spec15_tiger_beetle.vnnlib",1200,1200,0.56,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0016__vgg16-7__spec15_tiger_beetle.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0016__vgg16-7__spec15_tiger_beetle.log"
17,"onnx/vgg16-7.onnx","vnnlib/spec16_breastplate.vnnlib",1200,1200,0.63,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0017__vgg16-7__spec16_breastplate.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0017__vgg16-7__spec16_breastplate.log"
18,"onnx/vgg16-7.onnx","vnnlib/spec17_paper_towel.vnnlib",1200,1200,1.15,"unknown","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0018__vgg16-7__spec17_paper_towel.result","/data1/Kane/ACT/audit_results/cora_truestrict_20260527/vggnet16_2022/0018__vgg16-7__spec17_paper_towel.log"
